id	wolof	arabic	french_source	source_dataset	source_type
wo-ar-0845	Pep dellusi na ci yoon, gànnaaw ba ñu ko dugalee ab bit.	عاد بيب إلى رشده بعد أن استقبل هدفا.	Pep est revenu à la raison après avoir encaissé le but, il a mis deux 9 et un 6.	mafand	Senegalese News (MAFAND)
wo-ar-0563	Waaye, bu amee lu ñuy wax Borom mer-gàddu gi, mooy mu jéem a def ay pexe ba jox ñu li ñu amul bu baax.	لكن إذا كان هناك ما يمكن قوله إلى صاحب مِرْ غادُّو، فهو أن يقوم بحيل ليزودنا بالموارد التي نفتقر إليها كثيرا.	Le peuple qui utilisera cette monnaie n’a point été consulté pour l’utilisation de cet instrument d’échange.	mafand	Senegalese News (MAFAND)
wo-ar-0696	Mënul woon a umple ne am na ab siife bu tënk njëgu meetar kaare bi ci loo xam ne dañu ko nangoo ci nit ñi ngir njariñal askan wi.	لا يمكن أن يكون غير مدرك لوجود مرسوم يحدد سعر المتر المربع في حالة نزع الملكية لأسباب المنفعة العامة.	Il ne pouvait surtout pas ignorer l’existence du décret fixant le prix au mètre carré dans le cas des expropriations pour cause d’utilité publique.	mafand	Senegalese News (MAFAND)
wo-ar-0318	Joŋante bu xaw a ruslu,	مباراة شبه مخيبة للآمال،	Un match un peu décevant mais la lumière est venue de Dybala.	mafand	Senegalese News (MAFAND)
wo-ar-1075	Ci misaal, su ag nguur jëlee dogalu wàññi lempo yi ci li nit ki di am, loolu dafay tax li borom-kër yi mën a jënd yépp ci seen xaalis yokk,	على سبيل المثال، إذا قررت حكومة ما تخفيض الضرائب على دخل الأفراد، فإن هذا سيؤدي إلى زيادة ما يستطيع أصحاب المنازل شراءه بأموالهم،	Par exemple si le gouvernement d’un pays décide de diminuer les impôts sur le revenu, cela permettra normalement d’augmenter le pouvoir d’achat des ménages et donc la demande tout en diminuant les charges fiscales imposées aux entreprises, leur permettant ainsi de produire plus et d’embaucher.	mafand	Senegalese News (MAFAND)
wo-ar-0325	Balaa ñu fee nekk di sóobu ci rëbb ay góor-jigéen ak li mu mën a jur ci jafe-jafeek tooñ, na ñu fexe ba suñu njiit yi leeral gis-gis bu leerul bi ñu am ci wàllum GENRE, bi ñu am ci lan mooy yeneen àq ak yelleef yu bees yi ak li ñu xaatim ca Maputo.	بدلا من الشروع في مطاردة المثليين وما قد تنتجه من مخاطر ومظالم، دعونا نطالب سلطاتنا بتوضيح مواقفها الغامضة بشأن النوع الاجتماعي، وبشأن الحقوق والواجبات الجديدة وما صدقت عليه في مابوتو.	Au lieu de se lancer dans la chasse aux homos avec tous les risques de débordements, d’excès et d’illégalité, exigeons de nos autorités une clarification de leurs positions ambiguës sur le GENRE, les droits nouveaux et la ratification du Protocole de Maputo, par une sanctuarisation constitutionnelle de l’interdiction de l’homosexualité.	mafand	Senegalese News (MAFAND)
wo-ar-0758	Xanaa nekkul ne ci jafe-jafe ngay xamee say xarit?	أليس في الشدائد تتعرف على أصدقائك؟	N’est-ce pas dans le besoin qu’on reconnait ses amis?	mafand	Senegalese News (MAFAND)
wo-ar-0178	Dooleel leen mbooloo ak kurél yiy xeex Koronaa yépp te fexe ba ni ñuy rootee ay koppar ak ni ñu koy jëfandikoo daldi leer.	ادعموا الجمعيات والحركات التي تكافح ضد كورونا وإرساء الشفافية والوضوح في جمع الأموال وكيفية إنفاقها.	Appuyer les associations et les mouvements de lutte contre le covid-19 et établir une transparence, une visibilité sur la collecte de l’argent et sur toutes les dépenses effectuées.	mafand	Senegalese News (MAFAND)
wo-ar-0188	Waa Arabie Saoudite ñoom dañoo wàññi seeni njëgi njuréef, waa USA ñëw bokksi ci waxtaan wi.	وخفضت المملكة العربية السعودية أسعار إنتاجها، وانضمت الولايات المتحدة إلى المناقشات.	La Russie refuse de suivre l’OPEP pour une baisse référencée des prix du pétrole, l’Arabie Saoudite se braque en appliquant une baisse sur les prix de sa production et les USA s’invitent aux discussions entre les deux pays.	mafand	Senegalese News (MAFAND)
wo-ar-0351	Fi mu tollu Anàmbe, di gox bu nekk ca bokk moomeel bu Koldaa, ci mettit ak njàqare la nekk.	في الوقت الحالي يسود الحزن والألم في قرية أنامبي التابعة لبلدية كولدا.	Pour l'heure, c'est la tristesse et l'émoi à Anambé village situé dans le département de Kolda.	mafand	Senegalese News (MAFAND)
wo-ar-0250	Jigéen moom ak lu mu mën a jiite, jigéen rekk lay doon.	المرأة تبقى امرأة مهما كان منصبها.	Une dame est toujours directrice jamais directeur.	mafand	Senegalese News (MAFAND)
wo-ar-0429	Lu jëm ci woroo bi am ci lim bi ñu wax ci lempo bi nuy dagg ci pay gi, balluwaayu xibaar bi leeral na ne lempo bi nguur gi gàll ci nit ñi, mu ngi aju ca ndombo tànk ya ñu am ca Péncu Ndawi réew ma.	وفيما يتعلق بالاختلاف في رقم ضريبة الدخل، يشير مصدر الخبر إلى أن الضرائب التي تفرضها الحكومة على الناس تعتمد بطبيعة الحال على مناصب النواب في الجمعية الوطنية.	S'agissant de la différence des chiffres sur l'impôt sur le revenu, notre source précise que l'imposition fiscale dépend naturellement des postes de responsabilité à l'Assemblée.	mafand	Senegalese News (MAFAND)
wo-ar-1074	Ci yéenekaayu Kritik bu gaawu 25 sulet, Doktoor Buso mu ngi ñuy xamal ne : dëgg-dëgg am xaalis lu jamp la.	"علمنا الدكتور بوسو في صحيفة ""كريتيك"" الصادرة يوم السبت 25 يوليو أن: واقع الحصول على الأموال أمر ملح."	Dans le journal Kritik’ du samedi 25 juillet, Dr Bousso nous dit : il y a vraiment urgence à pouvoir disposer de fonds .	mafand	Senegalese News (MAFAND)
wo-ar-0599	Bu dee sax tàmbalib joŋante ba doyoon a waar ba Origi njëkke dugal ginnaaw njuumteg Alba (benn ci dara, juróom-ñaareelu simili), Katalaŋ yi mujje nañu tiye futbal bi ci seeni loxo.	ورغم أن بداية المباراة كانت غريبة وافتتح أوريجي التسجيل بعد هفوة من ألبا (هدف مقابل لاشيء، الدقيقة السابعة)، إلا أن الفريق الكتالوني استعاد السيطرة على المباراة.	Et malgré une entame de match folle, qui voyait Origi ouvrir le score après une bourde défensive d’Alba bien exploitée (1-0, 7e), les Catalans reprenaient rapidement le contrôle des opérations.	mafand	Senegalese News (MAFAND)
wo-ar-0473	Ku gis wuuteb wàll yiy joŋante, xam ne seen mën-mën yi ay jalloore yu ndaw lañu (Lewandowski bokk na booba ca futbalkati Bayern)	من يرى الفارق بين الفريقين، يعرفْ أن أداءهما إنجاز صغير (ليفاندوفسكي كان بالفعل في صفوف بايرن).	Des performances qui, au vu de la différence de niveau intrinsèque des deux équipes (Lewandowski était déjà dans les rangs du Bayern) constituait déjà un petit exploit.	mafand	Senegalese News (MAFAND)
wo-ar-0557	Gaynde nga!	أنت أسد!		MasakhaNER	Senegalese News (MasakhaNER)
wo-ar-0065	Fàww jigéen ñi ñu gën leen a dooleel.	لا بد من تمكين المرأة بشكل أكبر.	Désormais, il faut que les femmes soient plus responsabilisées, qu’elles portent des idées et pilotent des projets de développement.	mafand	Senegalese News (MAFAND)
wo-ar-0106	ab jàngalekat ci wàllu xel ak xelal dund na ag wàññikug ñaari téeméer ak fanweeri junni ak juróomi téeméer (230.500) ci Seefaa payoor gu waroon a nekk juróom-ñetti téeméer ak juróom-ñett-fukk ak juróom-ñaari junni (887. 000) ci Seefaa	تعرض أستاذ علم النفس الاستشاري لخصم مبلغ مائتين وثلاثين ألفا وخمسمائة (230.500) سِيفا من راتبه المقدر بثمانمائة وسبعة وثمانين ألف (887.000) سيفا،	Un professeur psychologue conseiller subit une retenue de 230 500 francs sur un salaire imposable de 887 000 francs ;	mafand	Senegalese News (MAFAND)
wo-ar-0450	Moom dëggal na ne koom-koomu Farãas, ca jamonoy nooteel ga, mu ngi wékku woon ci ja yu Senegaal ndax fi lañu doon andi seen njaay mi.	وأَثبتَ حقيقة أن الاقتصاد الفرنسي في الحقبة الاستعمارية كان يعتمد على السوق السنغالية إذا كانوا يجلبون بضائعهم إلى هنا.	Ce dernier fait preuve que l’économie française demeure en partie, comme à l’époque coloniale dans certains de ses segments, dépendante du marché sénégalais, qui constitue pour elle un espace d’écoulement de sa production.	mafand	Senegalese News (MAFAND)
wo-ar-0292	Réal Bétis la témbool, Atlético témboo ak Séville.	تعادل ريال مع بيتيس، وتعادل وأتلتيكو مع إشبيلية.	Le Barcça s’incline mais reste leader malgré tout car le Real et l’Atletico, tous tenus en échec par respectivement le Bétis et le Séville, n’ont pas su profiter du faux des Blaugranas.	mafand	Senegalese News (MAFAND)
wo-ar-0877	loolu la ci teg ak melo wu xoromu, ba tax mbooloo mi daanu ci suuf ak i reetaan.	هكذا أردف بأسلوب فكاهي جعل الحضور ينفجرون ضحكا.	Pour Pape Malick Sy, Aly Ngouille Ndiaye devrait bien animer le Gamou, tant son discours a été fouillé et illustratif, a-t-il commenté sous un ton hilarant qui a fait éclater le public de rires…	mafand	Senegalese News (MAFAND)
wo-ar-0750	Ci widéwoo yooyu, dinaa ci dikkaat ci lu yaatu ci Yoon wiy yéwénal li ñu natt ci koom ci atum 2020 ak céddale gi ñeel at miiy ñëw	في هذه الفيديوهات يلقي نظرة متعمقة على قانون المالية لعام 2020 والتوزيع للعام المقبل.	Il propose ainsi une série de vidéos intitulée Càmbar gafag rewmi dans laquelle il revient en profondeur sur la Loi de finances intiale 2020 et la répartition du budget pour l’année à venir.	mafand	Senegalese News (MAFAND)
wo-ar-0732	Xamal nit ñi li ñu ci war a xam yépp te jaarale ko ci tënk wii: génn leen seen kër yi dem fajuji su fekkee dangeen feebar,	إعلام الناس بما يحتاجون إلى معرفته بشعار: اخرجوا من منازلكم للعلاج إذا كنتم مرضى،	Adopter une bonne communication avec le slogan: Sortez de chez vous si vous êtes malade pour venir vous soigner et bannir le slogan: rester chez vous-même si vous avez les symptômes.	mafand	Senegalese News (MAFAND)
wo-ar-0667	Joŋateb Farãas biy ñëw talaata la juróom-ñetti fan ci weru suweŋ ci digganteem ak Ekos.	ستكون المباراة القادمة للمنتخب الفرنسي ضد اسكتلندا يوم الثلاثاء الثامن من شهر يونيو.	La prochaine rencontre de l’équipe de France aura lieu mardi 8 juin contre l’Ecosse.	mafand	Senegalese News (MAFAND)
wo-ar-0908	Ci àksidaŋ yi am ci yoon wi, def nanu ci juróomi junni ak téeméer ak ñaar-fukk ak juróom-ñeent (5129) yu am fukki junneek ñaar ak ñetti téeméer ak juróom-ñaar-fukk ak juróom-ñeenti nit yu ci bokk (12 379), ñaar téeméer ak juróom-fukk ak juróom-ñaari nit (257) faatu nañu ci, loolu la kilifa gi Jéen Ngom xamle, moom mi bokk ci xaaj bi nekk ci saytu yi, ci rajo Rfm.	أعلم القائد جيين انغوم الذي يشارك في الجزء المسؤول عن التحيقيق في Rfm أن فيما يتعلق بالحوادث المرورية، فقد خصصوا لها خمسة آلاف ومائة وتسعة وعشرين (5129)، شارك فيها اثنا عشرألفا وثلاثمائة وتسعة وسبعون رجلا (12379)، وبلغ عدد الوفيات مائتين وسبعة وخمسين شخصا.	Pour les accidents de la circulation, nous avons effectué 5 129 sorties faisant 12 379 victimes dont 257 pertes en vies humaines, a fait savoir le capitaine Diène Ngom de la Division des opérations, sur la Rfm.	mafand	Senegalese News (MAFAND)
wo-ar-0771	Réew mi mën naa dox ak keneen ndax campeef yi mu fi teg wala yi mu gën a dëgëral,	يمكن للدولة أن تتحرك مع شخص آخر لأن المؤسسات التي أنشأها أو ساعد على تقويتها قوية جدا،	Se passer de lui parce que les institutions qu’il aura mises en place ou contribué à renforcer sont si solides que lui-même ne soit pas indispensable pour la stabilité du pays qu’il a eu l’insigne honneur de diriger.	mafand	Senegalese News (MAFAND)
wo-ar-0550	Ki yore kàddu gi, Masayeer Sàmb, Pastefu Kebemeer, nee na àllarba fukki fan ci weeru suweŋ atum 2020 lañu jàppoon ba tënk ko ak waa mbalkam deret ca Luga.	قال مسيير سامب المسؤول عن الإعلام في باستف كيبيمر إنه تم اختيار يوم الأربعاء العاشر من يونيو 2020 والاتفاق عليه مع بنك الدم في لوغا.	D’après le chargé de communication, Massaer Samb, de Pastef Kebemer: La date du Mercredi 10 Juin 2020 était retenue et validée en parfaitement collaboration avec le Banque de Sang de louga.	mafand	Senegalese News (MAFAND)
